user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
928,2025-10-28,Premium,699,16.4,4,3,22,57,Yes
929,2025-10-29,Premium,699,20.1,7,2,10,44,Yes
930,2025-10-30,Basic,199,17.1,1,2,9,1,No
931,2025-10-31,Standard,399,2.8,0,4,23,41,Yes
932,2025-11-01,Basic,199,5.3,1,4,18,54,Yes
933,2025-11-02,Basic,199,10.2,7,2,33,38,Yes
934,2025-11-03,Premium,699,10.2,6,2,24,24,Yes
935,2025-11-04,Standard,399,8,7,4,23,5,Yes
936,2025-11-05,Premium,699,20.2,4,1,27,51,No
937,2025-11-06,Premium,699,3.9,1,1,27,13,Yes
938,2025-11-07,Standard,399,23.4,6,0,5,0,No
939,2025-11-08,Standard,399,14.1,2,1,12,11,No
940,2025-11-09,Premium,699,1.5,4,4,32,19,Yes
941,2025-11-10,Basic,199,19.9,2,2,2,19,No
942,2025-11-11,Standard,399,16.5,4,3,8,11,Yes
943,2025-11-12,Premium,699,1.2,4,3,16,4,Yes
944,2025-11-13,Premium,699,14.4,4,5,31,43,Yes
945,2025-11-14,Basic,199,13.1,0,2,24,10,No
946,2025-11-15,Standard,399,22,2,2,30,10,Yes
947,2025-11-16,Standard,399,1.7,4,4,23,40,Yes
948,2025-11-17,Basic,199,19.2,2,4,12,20,No
949,2025-11-18,Standard,399,17.3,5,0,18,34,No
950,2025-11-19,Basic,199,13.2,5,3,9,26,Yes
951,2025-11-20,Basic,199,4.3,3,1,14,50,No
952,2025-11-21,Premium,699,21.2,8,5,34,48,No
953,2025-11-22,Standard,399,3.4,2,0,5,30,Yes
954,2025-11-23,Standard,399,20.5,8,2,9,11,No
955,2025-11-24,Premium,699,5.9,2,5,8,14,Yes
956,2025-11-25,Basic,199,10.9,1,0,6,1,No
957,2025-11-26,Basic,199,3.1,8,4,13,3,Yes
958,2025-11-27,Basic,199,7.9,0,0,5,50,Yes
959,2025-11-28,Basic,199,5,5,0,13,5,Yes
960,2025-11-29,Premium,699,9.1,8,5,23,39,Yes
961,2025-11-30,Basic,199,20.6,0,4,7,13,No
962,2025-12-01,Basic,199,0.6,1,1,35,58,Yes
963,2025-12-02,Standard,399,17.6,2,3,24,43,No
964,2025-12-03,Standard,399,10.9,8,1,25,26,Yes
965,2025-12-04,Basic,199,3.2,2,3,30,48,Yes
966,2025-12-05,Premium,699,2.5,7,0,3,24,Yes
967,2025-12-06,Premium,699,17.3,7,1,20,35,Yes
968,2025-12-07,Basic,199,22.4,7,5,5,23,Yes
969,2025-12-08,Standard,399,10.2,8,5,7,43,Yes
970,2025-12-09,Standard,399,17.5,1,5,26,59,No
971,2025-12-10,Basic,199,24.4,5,1,24,38,No
972,2025-12-11,Basic,199,21,7,2,15,48,Yes
973,2025-12-12,Premium,699,19,6,2,18,30,Yes
974,2025-12-13,Standard,399,7.3,7,0,33,7,No
975,2025-12-14,Basic,199,1.2,0,0,9,31,No
976,2025-12-15,Standard,399,4.2,1,0,21,42,No
977,2025-12-16,Standard,399,7.7,7,3,13,32,Yes
978,2025-12-17,Premium,699,0.9,0,3,35,56,No
979,2025-12-18,Standard,399,21.4,7,3,21,2,Yes
980,2025-12-19,Premium,699,22.2,2,3,20,27,Yes
981,2025-12-20,Standard,399,14.4,7,5,8,35,Yes
982,2025-12-21,Standard,399,14.3,2,4,31,3,No
983,2025-12-22,Premium,699,15.6,5,2,25,20,Yes
984,2025-12-23,Basic,199,21,5,5,9,37,Yes
985,2025-12-24,Standard,399,2.9,5,2,25,26,Yes
986,2025-12-25,Basic,199,6.2,4,4,16,5,No
987,2025-12-26,Standard,399,8.8,0,4,8,20,Yes
988,2025-12-27,Standard,399,22.6,4,0,33,44,Yes
989,2025-12-28,Standard,399,14.5,5,4,25,6,No
990,2025-12-29,Premium,699,8.7,8,5,14,21,Yes
991,2025-12-30,Standard,399,5.4,1,4,28,13,Yes
992,2025-12-31,Standard,399,20.2,1,5,26,54,Yes
993,2026-01-01,Standard,399,2.1,8,3,18,27,Yes
994,2026-01-02,Premium,699,12.9,4,3,20,42,Yes
995,2026-01-03,Standard,399,6.7,8,3,26,42,No
996,2026-01-04,Basic,199,21.6,7,1,34,42,No
997,2026-01-05,Standard,399,20.3,6,4,35,46,Yes
998,2026-01-06,Basic,199,11.8,3,1,24,47,No
999,2026-01-07,Standard,399,8.3,1,5,27,13,No
1000,2026-01-08,Standard,399,6.8,3,3,11,15,Yes
1001,2026-01-09,Basic,199,20,4,3,16,31,Yes
1002,2026-01-10,Standard,399,5.4,4,1,3,1,No
1003,2026-01-11,Premium,699,4.8,0,5,36,31,Yes
1004,2026-01-12,Basic,199,15.2,1,3,21,57,Yes
1005,2026-01-13,Basic,199,23.6,2,1,26,7,No
1006,2026-01-14,Basic,199,16.8,8,2,34,31,No
1007,2026-01-15,Premium,699,19.4,5,2,8,53,Yes
1008,2026-01-16,Premium,699,23.4,3,1,16,6,No
1009,2026-01-17,Standard,399,6.7,0,3,27,34,Yes
1010,2026-01-18,Standard,399,10.9,3,2,35,56,No
1011,2026-01-19,Standard,399,18,4,0,31,41,No
1012,2026-01-20,Basic,199,17.4,3,2,4,35,Yes
1013,2026-01-21,Premium,699,22.6,1,4,24,55,Yes
1014,2026-01-22,Standard,399,22.8,6,2,1,19,Yes
1015,2026-01-23,Standard,399,21.6,2,3,14,40,Yes
1016,2026-01-24,Standard,399,7.2,1,3,3,30,No
1017,2026-01-25,Premium,699,22,1,1,28,44,Yes
1018,2026-01-26,Standard,399,15.3,8,5,27,20,Yes
1019,2026-01-27,Basic,199,15.9,2,0,12,25,Yes
1020,2026-01-28,Standard,399,3.2,3,4,6,45,No
1021,2026-01-29,Basic,199,19.9,5,3,27,30,No
1022,2026-01-30,Standard,399,17.3,5,2,12,12,Yes
1023,2026-01-31,Basic,199,22,3,0,26,60,Yes
1024,2026-02-01,Premium,699,22.7,7,1,15,16,No
1025,2026-02-02,Basic,199,15.6,4,1,26,5,No
1026,2026-02-03,Premium,699,0.8,8,3,8,49,Yes
1027,2026-02-04,Premium,699,3.4,3,1,32,60,No
1028,2026-02-05,Standard,399,9.9,6,1,32,38,Yes
1029,2026-02-06,Premium,699,10.7,6,1,13,1,No
1030,2026-02-07,Basic,199,22.7,5,4,29,43,Yes
1031,2026-02-08,Basic,199,3.8,5,5,31,25,Yes
1032,2026-02-09,Standard,399,18.5,4,0,28,6,No
1033,2026-02-10,Standard,399,12,5,4,16,60,Yes
1034,2026-02-11,Premium,699,0.6,8,4,3,24,Yes
1035,2026-02-12,Premium,699,3.7,8,0,24,37,Yes
1036,2026-02-13,Premium,699,23.3,7,1,32,5,No
1037,2026-02-14,Standard,399,6.9,5,0,10,8,No
1038,2026-02-15,Premium,699,23.2,4,2,24,39,No
1039,2026-02-16,Premium,699,11.2,2,2,21,47,No
1040,2026-02-17,Premium,699,1.8,2,0,29,14,Yes
1041,2026-02-18,Standard,399,17.8,6,0,11,57,No
1042,2026-02-19,Standard,399,24.7,8,3,23,29,Yes
1043,2026-02-20,Basic,199,2.8,4,1,23,53,Yes
1044,2026-02-21,Standard,399,14.8,0,4,14,49,Yes
1045,2026-02-22,Basic,199,19.3,1,2,16,1,Yes
1046,2026-02-23,Basic,199,9.7,1,2,26,9,Yes
1047,2026-02-24,Premium,699,11.6,4,4,31,42,Yes
1048,2026-02-25,Premium,699,8.5,2,1,29,55,Yes
1049,2026-02-26,Standard,399,20.1,1,4,21,60,No
1050,2026-02-27,Standard,399,4.9,6,0,17,1,No
1051,2026-02-28,Standard,399,7.5,2,0,26,19,No
1052,2026-03-01,Premium,699,22.6,2,2,20,42,Yes
1053,2026-03-02,Premium,699,12.5,6,3,13,17,No
1054,2026-03-03,Basic,199,20.4,2,3,28,40,Yes
1055,2026-03-04,Premium,699,24.3,3,5,22,43,No
1056,2026-03-05,Premium,699,2.6,7,3,34,5,No
1057,2026-03-06,Standard,399,24.6,4,1,10,33,Yes
1058,2026-03-07,Basic,199,2.4,0,4,36,6,Yes
1059,2026-03-08,Basic,199,16.7,4,2,30,16,No
1060,2026-03-09,Basic,199,18.6,7,1,8,50,Yes
1061,2026-03-10,Basic,199,10.7,4,2,6,37,Yes
1062,2026-03-11,Standard,399,8.9,2,1,17,11,Yes
1063,2026-03-12,Standard,399,11.1,0,0,7,25,Yes
1064,2026-03-13,Premium,699,11.8,6,5,31,47,Yes
1065,2026-03-14,Standard,399,17.4,6,2,24,5,Yes
1066,2026-03-15,Basic,199,20.5,3,0,8,13,No
1067,2026-03-16,Premium,699,11.2,8,1,16,5,No
1068,2026-03-17,Basic,199,10.8,1,1,31,57,Yes
1069,2026-03-18,Standard,399,12.1,7,4,32,15,Yes
1070,2026-03-19,Standard,399,8.7,1,5,4,54,No
1071,2026-03-20,Standard,399,25,0,3,36,25,Yes
1072,2026-03-21,Premium,699,6.2,0,4,32,1,No
1073,2026-03-22,Premium,699,7.1,6,3,5,7,Yes
1074,2026-03-23,Standard,399,17.6,0,1,29,18,No
1075,2026-03-24,Standard,399,6.2,3,4,29,58,No
1076,2026-03-25,Premium,699,3.7,4,5,30,45,Yes
1077,2026-03-26,Premium,699,20,2,4,24,13,Yes
1078,2026-03-27,Premium,699,3.7,3,1,31,38,Yes
1079,2026-03-28,Standard,399,6.3,8,0,20,1,No
1080,2026-03-29,Standard,399,4.8,8,0,11,51,Yes
1081,2026-03-30,Basic,199,3.5,3,3,15,16,No
1082,2026-03-31,Basic,199,7.1,2,5,36,55,Yes
1083,2026-04-01,Basic,199,23.2,7,3,4,53,No
1084,2026-04-02,Premium,699,20.7,0,4,7,6,Yes
1085,2026-04-03,Basic,199,4.3,4,5,24,28,Yes
1086,2026-04-04,Premium,699,4.3,5,2,7,52,Yes
1087,2026-04-05,Standard,399,19.3,0,1,27,53,No
1088,2026-04-06,Standard,399,4.7,4,2,33,45,Yes
1089,2026-04-07,Premium,699,4.2,8,3,16,50,Yes
1090,2026-04-08,Standard,399,22.5,8,5,27,23,No
1091,2026-04-09,Basic,199,18.1,8,0,1,5,No
1092,2026-04-10,Basic,199,2,0,5,28,59,Yes
1093,2026-04-11,Basic,199,24.3,6,3,34,56,Yes
1094,2026-04-12,Standard,399,22.8,0,2,21,57,Yes
1095,2026-04-13,Premium,699,11.4,3,4,26,39,No
1096,2026-04-14,Standard,399,22.2,6,1,23,56,Yes
1097,2026-04-15,Premium,699,10.1,2,4,22,34,Yes
1098,2026-04-16,Premium,699,8.2,5,5,36,10,Yes
1099,2026-04-17,Premium,699,6.4,4,5,17,27,No
1100,2026-04-18,Premium,699,21.1,4,5,4,32,Yes
1101,2026-04-19,Premium,699,11.5,0,3,8,21,No
1102,2026-04-20,Premium,699,21.2,3,2,35,19,Yes
1103,2026-04-21,Premium,699,18,8,5,9,15,Yes
1104,2026-04-22,Premium,699,20.7,5,3,13,6,Yes
1105,2026-04-23,Standard,399,2.8,6,1,6,30,Yes
1106,2026-04-24,Standard,399,10.4,8,4,34,49,Yes
1107,2026-04-25,Premium,699,16.1,7,5,32,59,No
1108,2026-04-26,Basic,199,12.9,7,5,10,29,Yes
1109,2026-04-27,Premium,699,3.4,3,3,34,30,Yes
1110,2026-04-28,Premium,699,23.1,1,4,24,54,Yes
1111,2026-04-29,Standard,399,1.5,2,0,19,23,Yes
1112,2026-04-30,Standard,399,12.4,2,1,19,50,No
1113,2026-05-01,Standard,399,5.8,7,0,19,7,No
1114,2026-05-02,Basic,199,12.3,4,4,27,28,No
1115,2026-05-03,Standard,399,19.2,8,5,9,29,No
1116,2026-05-04,Standard,399,21.7,5,0,10,51,No
1117,2026-05-05,Standard,399,6.2,6,2,25,34,Yes
1118,2026-05-06,Standard,399,16.3,2,5,18,1,No
1119,2026-05-07,Standard,399,16.3,8,0,36,12,No
1120,2026-05-08,Premium,699,24,8,1,4,48,Yes
1121,2026-05-09,Basic,199,4.9,0,2,35,50,Yes
1122,2026-05-10,Premium,699,2.6,8,4,29,20,Yes
1123,2026-05-11,Standard,399,8.8,2,3,2,1,No
1124,2026-05-12,Standard,399,2.7,1,4,17,10,Yes
1125,2026-05-13,Standard,399,4.3,6,5,6,10,Yes
1126,2026-05-14,Basic,199,18,4,3,2,6,Yes
1127,2026-05-15,Standard,399,9.7,1,0,17,12,No
1128,2026-05-16,Premium,699,12.6,8,3,16,60,Yes
1129,2026-05-17,Standard,399,14.1,1,3,30,1,No
1130,2026-05-18,Basic,199,14.1,1,1,18,48,No
1131,2026-05-19,Standard,399,11.4,8,1,27,50,No
1132,2026-05-20,Premium,699,19.7,8,3,11,58,Yes
1133,2026-05-21,Basic,199,24,4,5,30,10,Yes
1134,2026-05-22,Standard,399,21.1,6,2,17,53,Yes
1135,2026-05-23,Premium,699,1.6,8,4,19,4,Yes
1136,2026-05-24,Premium,699,20.8,8,2,8,56,Yes
1137,2026-05-25,Premium,699,22.2,5,5,21,16,No
1138,2026-05-26,Standard,399,6.5,5,2,18,13,Yes
1139,2026-05-27,Standard,399,22.9,2,5,2,59,Yes
1140,2026-05-28,Basic,199,17,6,4,1,57,Yes
1141,2026-05-29,Standard,399,2.5,1,4,35,1,No
1142,2026-05-30,Standard,399,9.1,6,4,8,22,Yes
1143,2026-05-31,Basic,199,11.8,3,3,8,0,Yes
1144,2026-06-01,Standard,399,5.2,4,5,23,14,Yes
1145,2026-06-02,Standard,399,7.4,3,0,3,12,No
1146,2026-06-03,Standard,399,21.8,8,3,8,10,No
1147,2026-06-04,Premium,699,2.1,2,5,12,4,Yes
1148,2026-06-05,Basic,199,18.4,4,1,34,54,No
1149,2026-06-06,Premium,699,15.6,8,3,35,0,No
1150,2026-06-07,Premium,699,21.4,5,3,4,54,No
1151,2026-06-08,Basic,199,11.9,5,4,34,48,Yes
1152,2026-06-09,Basic,199,23,8,3,18,20,Yes
1153,2026-06-10,Standard,399,22.1,0,5,6,14,No
1154,2026-06-11,Basic,199,5.3,5,2,16,4,No
1155,2026-06-12,Basic,199,11.1,0,4,31,51,No
1156,2026-06-13,Standard,399,3.1,3,2,16,53,Yes
1157,2026-06-14,Premium,699,23.6,7,0,16,40,Yes
1158,2026-06-15,Basic,199,23,6,2,4,56,No
1159,2026-06-16,Basic,199,23,7,0,4,19,No
1160,2026-06-17,Basic,199,17.1,8,0,7,18,No
1161,2026-06-18,Basic,199,6.2,0,3,27,24,Yes
1162,2026-06-19,Premium,699,8.8,0,3,7,33,Yes
1163,2026-06-20,Basic,199,0.8,1,4,7,50,Yes
1164,2026-06-21,Basic,199,6.8,6,3,33,46,Yes
1165,2026-06-22,Basic,199,20,0,1,9,19,No
1166,2026-06-23,Premium,699,8.1,8,1,23,9,No
1167,2026-06-24,Standard,399,9.5,0,4,19,37,No
1168,2026-06-25,Basic,199,12.9,8,0,16,27,Yes
1169,2026-06-26,Premium,699,19.7,5,1,13,42,Yes
1170,2026-06-27,Standard,399,21.4,5,4,22,19,Yes
1171,2026-06-28,Basic,199,22,0,3,30,14,No
1172,2026-06-29,Basic,199,11.9,3,1,15,30,No
1173,2026-06-30,Premium,699,5.5,2,0,25,23,Yes
1174,2026-07-01,Basic,199,3.3,4,3,36,12,Yes
1175,2026-07-02,Basic,199,5.4,4,1,2,14,No
1176,2026-07-03,Standard,399,6.5,3,0,36,11,No
1177,2026-07-04,Basic,199,9.8,1,2,9,59,Yes
1178,2026-07-05,Basic,199,20.3,2,4,24,51,No
1179,2026-07-06,Premium,699,3.4,2,1,5,12,No
1180,2026-07-07,Standard,399,15.2,3,0,21,48,No
1181,2026-07-08,Premium,699,19.8,5,1,19,3,No
1182,2026-07-09,Basic,199,24.2,7,1,33,46,Yes
1183,2026-07-10,Premium,699,4.6,6,5,5,48,Yes
1184,2026-07-11,Premium,699,4.9,5,4,30,44,Yes
1185,2026-07-12,Standard,399,14.7,0,1,18,14,No
1186,2026-07-13,Basic,199,5.9,6,3,26,36,Yes
1187,2026-07-14,Standard,399,2.6,1,2,36,28,Yes
1188,2026-07-15,Premium,699,11.9,5,3,3,28,Yes
1189,2026-07-16,Standard,399,8.3,6,0,32,11,No
1190,2026-07-17,Premium,699,9.3,1,2,5,53,Yes
1191,2026-07-18,Premium,699,19.8,3,0,6,7,Yes
1192,2026-07-19,Premium,699,8.7,5,2,13,19,No
1193,2026-07-20,Standard,399,17.8,2,5,13,47,Yes
1194,2026-07-21,Basic,199,7.4,5,3,20,60,Yes
1195,2026-07-22,Premium,699,12.1,8,1,1,55,Yes
1196,2026-07-23,Premium,699,12.1,8,4,14,50,Yes
1197,2026-07-24,Premium,699,8.8,1,2,30,54,Yes
1198,2026-07-25,Standard,399,11.2,8,0,14,23,Yes
1199,2026-07-26,Standard,399,12.7,5,2,1,14,Yes
1200,2026-07-27,Standard,399,7.8,0,4,35,50,Yes
1201,2026-07-28,Basic,199,14.4,6,3,22,13,No
1202,2026-07-29,Premium,699,5.1,1,2,25,36,No
1203,2026-07-30,Standard,399,4.7,8,1,6,2,No
1204,2026-07-31,Standard,399,5.1,1,3,2,18,Yes
1205,2026-08-01,Premium,699,2.2,0,2,34,33,Yes
1206,2026-08-02,Standard,399,4.3,1,1,26,34,Yes
1207,2026-08-03,Standard,399,3.7,3,2,14,27,Yes
1208,2026-08-04,Standard,399,15.3,4,4,11,12,No
1209,2026-08-05,Standard,399,5.4,2,3,18,4,No
1210,2026-08-06,Basic,199,8.6,7,3,34,29,Yes
1211,2026-08-07,Standard,399,9,4,3,30,39,No
1212,2026-08-08,Standard,399,4.9,6,3,16,24,Yes
1213,2026-08-09,Premium,699,10.1,0,1,7,56,No
1214,2026-08-10,Premium,699,7.7,1,5,35,46,No
1215,2026-08-11,Standard,399,24.8,8,0,27,23,Yes
1216,2026-08-12,Premium,699,10.5,2,2,21,13,No
1217,2026-08-13,Basic,199,16.2,7,3,5,21,Yes
1218,2026-08-14,Standard,399,0.8,1,5,3,58,Yes
1219,2026-08-15,Premium,699,12.4,1,0,30,35,No
1220,2026-08-16,Standard,399,12,4,1,9,10,No
1221,2026-08-17,Basic,199,7.7,8,5,12,25,Yes
1222,2026-08-18,Basic,199,4.3,5,1,18,13,No
1223,2026-08-19,Premium,699,11.3,0,5,14,51,Yes
1224,2026-08-20,Premium,699,10.1,4,3,7,3,No
1225,2026-08-21,Standard,399,23.3,5,1,13,12,Yes
1226,2026-08-22,Basic,199,8.8,3,5,1,42,Yes
1227,2026-08-23,Premium,699,18.2,0,3,11,32,Yes
1228,2026-08-24,Standard,399,15.9,3,4,36,25,No
1229,2026-08-25,Basic,199,3.1,5,1,14,0,Yes
1230,2026-08-26,Basic,199,5.7,3,0,25,42,No
1231,2026-08-27,Premium,699,1.6,3,3,24,19,No
1232,2026-08-28,Basic,199,19.9,2,2,35,6,No
1233,2026-08-29,Premium,699,17.1,2,2,25,11,No
1234,2026-08-30,Standard,399,2.2,0,4,31,58,Yes
1235,2026-08-31,Premium,699,12.8,0,1,15,1,No
1236,2026-09-01,Standard,399,18.6,3,4,16,5,Yes
1237,2026-09-02,Standard,399,5.4,6,1,19,41,Yes
1238,2026-09-03,Standard,399,3.8,5,5,22,50,Yes
1239,2026-09-04,Standard,399,18.9,3,5,19,21,Yes
1240,2026-09-05,Premium,699,22.7,3,5,4,44,No
1241,2026-09-06,Standard,399,8.4,7,5,34,0,Yes
1242,2026-09-07,Basic,199,1.8,2,1,13,8,Yes
1243,2026-09-08,Premium,699,6.3,1,3,14,46,Yes
1244,2026-09-09,Premium,699,6.5,2,4,13,15,Yes
1245,2026-09-10,Standard,399,7.2,7,0,13,60,No
1246,2026-09-11,Standard,399,12,6,4,11,39,Yes
1247,2026-09-12,Standard,399,19.2,6,0,2,48,No
1248,2026-09-13,Premium,699,4.2,2,2,35,24,Yes
1249,2026-09-14,Standard,399,14.3,7,0,25,21,Yes
1250,2026-09-15,Basic,199,22.9,0,0,10,55,No
1251,2026-09-16,Standard,399,23.2,6,5,26,23,Yes
1252,2026-09-17,Premium,699,10.5,0,0,5,24,No
1253,2026-09-18,Basic,199,23.9,5,4,28,45,Yes
1254,2026-09-19,Standard,399,16.4,6,5,4,15,Yes
1255,2026-09-20,Standard,399,17.6,2,2,2,38,Yes
1256,2026-09-21,Basic,199,6.6,2,0,17,7,No
1257,2026-09-22,Premium,699,10.2,1,4,25,58,Yes
1258,2026-09-23,Basic,199,6.7,4,4,28,34,Yes
1259,2026-09-24,Premium,699,18.5,1,0,20,40,No
1260,2026-09-25,Basic,199,18.8,6,5,18,19,Yes
1261,2026-09-26,Standard,399,2.9,6,4,1,26,Yes
1262,2026-09-27,Basic,199,9.7,2,1,12,31,Yes
1263,2026-09-28,Standard,399,5,0,5,14,11,No
1264,2026-09-29,Standard,399,11.3,1,5,27,10,Yes
1265,2026-09-30,Standard,399,7.3,5,0,8,37,Yes
1266,2026-10-01,Premium,699,0.7,4,0,7,42,Yes
1267,2026-10-02,Basic,199,13.3,0,3,14,38,Yes
1268,2026-10-03,Standard,399,19,6,2,31,23,Yes
1269,2026-10-04,Standard,399,23.6,6,3,16,39,Yes
1270,2026-10-05,Standard,399,0.6,6,5,7,53,Yes
1271,2026-10-06,Basic,199,21.8,4,5,8,48,No
1272,2026-10-07,Standard,399,13.1,3,0,31,40,No
1273,2026-10-08,Basic,199,21.9,5,5,24,28,Yes
1274,2026-10-09,Standard,399,9,7,5,6,54,Yes
1275,2026-10-10,Premium,699,7.7,3,5,25,9,No
1276,2026-10-11,Premium,699,1.3,7,0,33,19,No
1277,2026-10-12,Standard,399,22.5,1,3,11,42,Yes
1278,2026-10-13,Basic,199,19,1,0,11,27,No
1279,2026-10-14,Basic,199,22.6,4,1,21,46,Yes
1280,2026-10-15,Premium,699,16.8,8,5,8,46,Yes
1281,2026-10-16,Standard,399,23.3,1,5,15,21,Yes
1282,2026-10-17,Premium,699,24.2,6,1,36,14,No
1283,2026-10-18,Basic,199,2.7,3,5,8,60,Yes
1284,2026-10-19,Basic,199,23.9,0,2,21,3,No
1285,2026-10-20,Standard,399,8.3,5,5,28,59,No
1286,2026-10-21,Premium,699,3.1,0,4,15,54,Yes
1287,2026-10-22,Standard,399,12.7,7,1,15,38,Yes
1288,2026-10-23,Premium,699,15.2,4,4,3,44,Yes
1289,2026-10-24,Premium,699,16,3,3,31,18,No
1290,2026-10-25,Basic,199,4.2,3,5,22,59,Yes
1291,2026-10-26,Premium,699,23.1,2,3,4,46,Yes
1292,2026-10-27,Basic,199,13.9,5,3,2,43,Yes
1293,2026-10-28,Standard,399,2.3,4,2,26,44,Yes
1294,2026-10-29,Premium,699,2.9,5,4,26,55,Yes
1295,2026-10-30,Standard,399,16.5,2,3,30,44,Yes
1296,2026-10-31,Basic,199,20.2,3,5,14,41,Yes
1297,2026-11-01,Basic,199,9.7,6,5,10,53,Yes
1298,2026-11-02,Basic,199,24.4,2,0,23,7,No
1299,2026-11-03,Standard,399,24.3,6,1,28,2,Yes
1300,2026-11-04,Standard,399,17.4,2,5,20,47,Yes
1301,2026-11-05,Premium,699,19.6,6,2,6,40,Yes
1302,2026-11-06,Basic,199,3.4,1,3,8,41,Yes
1303,2026-11-07,Basic,199,14.9,7,2,2,44,Yes
1304,2026-11-08,Basic,199,12.4,6,2,25,36,Yes
1305,2026-11-09,Basic,199,5,0,3,35,35,No
1306,2026-11-10,Standard,399,13.2,8,5,5,52,No
1307,2026-11-11,Basic,199,4.9,2,0,8,35,Yes
1308,2026-11-12,Basic,199,3.7,3,5,3,10,Yes
1309,2026-11-13,Basic,199,24.5,8,2,6,23,No
1310,2026-11-14,Standard,399,6.6,0,4,1,57,No
1311,2026-11-15,Premium,699,3.9,7,5,29,20,Yes
1312,2026-11-16,Premium,699,13,1,5,35,52,Yes
1313,2026-11-17,Basic,199,7.8,3,1,10,38,No
1314,2026-11-18,Standard,399,3.6,6,0,18,35,Yes
1315,2026-11-19,Premium,699,10.3,1,2,11,43,Yes
1316,2026-11-20,Basic,199,5.5,4,5,35,44,Yes
1317,2026-11-21,Premium,699,15.3,6,1,33,20,No
1318,2026-11-22,Standard,399,24.1,3,0,2,17,No
1319,2026-11-23,Premium,699,10.5,5,5,36,5,Yes
1320,2026-11-24,Standard,399,21.8,3,2,10,0,Yes
1321,2026-11-25,Standard,399,19.7,1,1,7,33,No
1322,2026-11-26,Premium,699,2.8,5,5,32,36,Yes
1323,2026-11-27,Standard,399,22.5,2,2,7,60,No
1324,2026-11-28,Standard,399,14,6,3,35,37,Yes
1325,2026-11-29,Premium,699,18,2,1,33,24,No
1326,2026-11-30,Basic,199,17.8,3,5,24,38,Yes
1327,2026-12-01,Basic,199,24.7,7,4,29,18,Yes
1328,2026-12-02,Premium,699,8,1,2,15,26,No
1329,2026-12-03,Premium,699,2.4,3,0,6,10,No
1330,2026-12-04,Premium,699,14.1,7,0,19,60,Yes
1331,2026-12-05,Premium,699,12.3,8,5,9,43,No
1332,2026-12-06,Basic,199,0.8,3,5,26,0,No
1333,2026-12-07,Premium,699,6.5,8,5,23,38,Yes
1334,2026-12-08,Basic,199,22.6,2,0,34,23,No
1335,2026-12-09,Standard,399,10.9,6,1,4,23,No
1336,2026-12-10,Premium,699,20.9,1,2,16,19,No
1337,2026-12-11,Basic,199,18.6,6,1,1,59,Yes
1338,2026-12-12,Premium,699,23.4,7,0,3,22,Yes
1339,2026-12-13,Standard,399,9.2,0,2,20,56,No
1340,2026-12-14,Standard,399,3,7,1,1,5,No
1341,2026-12-15,Standard,399,22.9,0,1,8,49,No
1342,2026-12-16,Standard,399,9.7,5,3,26,57,Yes
1343,2026-12-17,Basic,199,16.6,7,1,29,8,No
1344,2026-12-18,Basic,199,22.1,3,0,23,12,No
1345,2026-12-19,Standard,399,18.7,0,1,27,42,Yes
1346,2026-12-20,Premium,699,3.4,7,4,18,31,Yes
1347,2026-12-21,Standard,399,12.8,6,1,26,7,No
1348,2026-12-22,Basic,199,8.9,0,5,10,15,Yes
1349,2026-12-23,Standard,399,11.1,4,2,1,31,Yes
1350,2026-12-24,Basic,199,18.4,2,1,10,17,No
1351,2026-12-25,Premium,699,16.8,6,1,16,30,No
1352,2026-12-26,Premium,699,15.5,3,4,33,40,No
1353,2026-12-27,Basic,199,10.3,4,1,9,59,Yes
1354,2026-12-28,Premium,699,2.7,0,3,13,26,Yes
1355,2026-12-29,Premium,699,5.9,6,3,15,3,No
1356,2026-12-30,Basic,199,3.2,5,2,20,60,Yes
1357,2026-12-31,Basic,199,22.4,2,0,21,0,Yes
1358,2027-01-01,Basic,199,12.1,1,3,19,11,Yes
1359,2027-01-02,Standard,399,8,1,5,22,0,No
1360,2027-01-03,Standard,399,18.7,5,5,24,49,Yes
1361,2027-01-04,Standard,399,16.4,3,4,16,24,Yes
1362,2027-01-05,Basic,199,1.5,3,1,8,45,Yes
1363,2027-01-06,Basic,199,15.7,4,5,35,30,No
1364,2027-01-07,Premium,699,1.6,3,3,10,35,Yes
1365,2027-01-08,Standard,399,11.5,1,3,24,4,No
1366,2027-01-09,Premium,699,4.6,4,5,2,8,Yes
1367,2027-01-10,Basic,199,18.6,6,3,13,43,Yes
1368,2027-01-11,Basic,199,11.2,8,3,11,35,No
1369,2027-01-12,Premium,699,5.6,0,1,18,36,Yes
1370,2027-01-13,Basic,199,11.7,8,2,33,19,No
1371,2027-01-14,Premium,699,14,2,1,18,2,No
1372,2027-01-15,Basic,199,23.6,4,1,10,17,No
1373,2027-01-16,Premium,699,24.7,3,4,16,7,Yes
1374,2027-01-17,Premium,699,8.5,8,2,24,46,Yes
1375,2027-01-18,Standard,399,24.6,0,2,21,14,No
1376,2027-01-19,Basic,199,24.3,8,5,17,55,No
1377,2027-01-20,Basic,199,23.7,4,5,25,40,Yes
1378,2027-01-21,Standard,399,8.4,3,4,15,40,No
